"","DATE","HOUR","STATION","FSP","NO2","NOX","O3","RSP","SO2"
"71620","10/4/11",4,"CENTRAL/WESTERN",16,4,4,52,19,8
"71621","10/4/11",5,"CENTRAL/WESTERN",12,3,3,52,19,7
"71622","10/4/11",6,"CENTRAL/WESTERN",10,4,5,51,19,7
"71623","10/4/11",7,"CENTRAL/WESTERN",10,10,13,44,20,7
"71624","10/4/11",8,"CENTRAL/WESTERN",14,29,43,23,22,9
"71625","10/4/11",9,"CENTRAL/WESTERN",13,39,70,18,23,9
"71626","10/4/11",10,"CENTRAL/WESTERN",16,40,76,20,26,9
"71627","10/4/11",11,"CENTRAL/WESTERN",17,41,72,26,28,10
"71628","10/4/11",12,"CENTRAL/WESTERN",17,42,63,36,28,8
"71629","10/4/11",13,"CENTRAL/WESTERN",17,38,53,48,29,8
"71630","10/4/11",14,"CENTRAL/WESTERN",21,42,56,52,32,7
"71631","10/4/11",15,"CENTRAL/WESTERN",20,50,64,49,35,9
"71632","10/4/11",16,"CENTRAL/WESTERN",22,52,63,55,39,9
"71633","10/4/11",17,"CENTRAL/WESTERN",24,57,62,71,46,10
"71634","10/4/11",18,"CENTRAL/WESTERN",24,55,57,74,45,10
"71635","10/4/11",19,"CENTRAL/WESTERN",25,59,61,66,45,9
"71636","10/4/11",20,"CENTRAL/WESTERN",24,64,67,58,46,9
"71637","10/4/11",21,"CENTRAL/WESTERN",24,51,54,63,45,8
"71638","10/4/11",22,"CENTRAL/WESTERN",23,39,42,69,43,8
"71639","10/4/11",23,"CENTRAL/WESTERN",23,36,38,66,40,7
"71640","10/4/11",24,"CENTRAL/WESTERN",22,32,33,73,37,7
"71641","11/4/11",1,"CENTRAL/WESTERN",11,12,17,36,25,4
"71642","11/4/11",2,"CENTRAL/WESTERN",10,13,17,34,23,6
"71643","11/4/11",3,"CENTRAL/WESTERN",13,17,21,26,28,7
"71644","11/4/11",4,"CENTRAL/WESTERN",15,14,17,30,31,7
"71645","11/4/11",5,"CENTRAL/WESTERN",15,7,9,35,31,6
"71646","11/4/11",6,"CENTRAL/WESTERN",14,10,13,28,28,7
"71647","11/4/11",7,"CENTRAL/WESTERN",14,19,27,17,29,8
"71648","11/4/11",8,"CENTRAL/WESTERN",19,34,57,10,34,9
"71649","11/4/11",9,"CENTRAL/WESTERN",22,36,71,14,37,10
"71650","11/4/11",10,"CENTRAL/WESTERN",18,43,86,20,31,10
"71651","11/4/11",11,"CENTRAL/WESTERN",22,44,78,28,36,9
"71652","11/4/11",12,"CENTRAL/WESTERN",19,38,64,39,32,6
"71653","11/4/11",13,"CENTRAL/WESTERN",20,27,44,50,31,5
"71654","11/4/11",14,"CENTRAL/WESTERN",14,35,52,48,22,6
"71655","11/4/11",15,"CENTRAL/WESTERN",14,39,59,47,24,6
"71656","11/4/11",16,"CENTRAL/WESTERN",13,36,53,46,24,6
"71657","11/4/11",17,"CENTRAL/WESTERN",12,42,60,36,22,6
"71658","11/4/11",18,"CENTRAL/WESTERN",17,58,80,20,29,7
"71659","11/4/11",19,"CENTRAL/WESTERN",18,69,90,15,30,8
"71660","11/4/11",20,"CENTRAL/WESTERN",17,71,99,17,30,8
"71661","11/4/11",21,"CENTRAL/WESTERN",25,82,97,27,38,17
"71662","11/4/11",22,"CENTRAL/WESTERN",28,66,79,30,41,8
"71663","11/4/11",23,"CENTRAL/WESTERN",22,66,83,12,33,6
"71664","11/4/11",24,"CENTRAL/WESTERN",15,62,89,8,24,5
"71665","12/4/11",1,"CENTRAL/WESTERN",26,68,78,35,46,10
"71666","12/4/11",2,"CENTRAL/WESTERN",28,43,49,52,48,11
"71667","12/4/11",3,"CENTRAL/WESTERN",27,36,40,50,51,12
"71668","12/4/11",4,"CENTRAL/WESTERN",28,46,51,38,51,13
"71669","12/4/11",5,"CENTRAL/WESTERN",29,27,31,54,53,11
"71670","12/4/11",6,"CENTRAL/WESTERN",29,41,45,38,53,12
"71671","12/4/11",7,"CENTRAL/WESTERN",28,45,51,32,51,12
"71672","12/4/11",8,"CENTRAL/WESTERN",28,56,77,20,46,16
"71673","12/4/11",9,"CENTRAL/WESTERN",34,64,101,17,55,17
"71674","12/4/11",10,"CENTRAL/WESTERN",37,72,136,15,59,15
"71675","12/4/11",11,"CENTRAL/WESTERN",35,54,79,45,56,12
"71676","12/4/11",12,"CENTRAL/WESTERN",27,52,70,54,47,12
"71677","12/4/11",13,"CENTRAL/WESTERN",26,42,56,74,46,10
"71678","12/4/11",14,"CENTRAL/WESTERN",27,44,59,78,46,9
"71679","12/4/11",15,"CENTRAL/WESTERN",28,46,58,79,47,9
"71680","12/4/11",16,"CENTRAL/WESTERN",33,41,49,82,53,9
"71681","12/4/11",17,"CENTRAL/WESTERN",29,69,85,57,47,9
"71682","12/4/11",18,"CENTRAL/WESTERN",28,64,73,60,47,9
"71683","12/4/11",19,"CENTRAL/WESTERN",32,56,60,64,53,10
"71684","12/4/11",20,"CENTRAL/WESTERN",34,64,69,54,57,13
"71685","12/4/11",21,"CENTRAL/WESTERN",39,66,72,51,63,12
"71686","12/4/11",22,"CENTRAL/WESTERN",40,63,68,57,66,10
"71687","12/4/11",23,"CENTRAL/WESTERN",38,45,49,76,66,9
"71688","12/4/11",24,"CENTRAL/WESTERN",40,37,41,85,71,9
"71857","8/5/11",1,"CENTRAL/WESTERN",7,12,19,40,13,8
"71858","8/5/11",2,"CENTRAL/WESTERN",8,11,17,36,12,8
"71859","8/5/11",3,"CENTRAL/WESTERN",7,10,16,35,16,10
"71860","8/5/11",4,"CENTRAL/WESTERN",7,5,11,42,9,12
"71861","8/5/11",5,"CENTRAL/WESTERN",3,5,10,40,14,7
"71862","8/5/11",6,"CENTRAL/WESTERN",2,9,14,35,15,8
"71863","8/5/11",7,"CENTRAL/WESTERN",5,9,16,36,15,7
"71864","8/5/11",8,"CENTRAL/WESTERN",8,29,57,21,23,8
"71865","8/5/11",9,"CENTRAL/WESTERN",14,41,100,13,25,11
"71866","8/5/11",10,"CENTRAL/WESTERN",13,53,148,10,30,16
"71867","8/5/11",11,"CENTRAL/WESTERN",15,56,152,12,32,18
"71868","8/5/11",12,"CENTRAL/WESTERN",15,48,100,18,32,18
"71869","8/5/11",13,"CENTRAL/WESTERN",11,53,95,27,27,21
"71870","8/5/11",14,"CENTRAL/WESTERN",13,52,90,39,28,17
"71871","8/5/11",15,"CENTRAL/WESTERN",16,39,61,48,32,21
"71872","8/5/11",16,"CENTRAL/WESTERN",14,51,86,39,31,20
"71873","8/5/11",17,"CENTRAL/WESTERN",14,45,80,33,23,18
"71874","8/5/11",18,"CENTRAL/WESTERN",12,39,61,34,24,16
"71875","8/5/11",19,"CENTRAL/WESTERN",11,37,54,28,23,14
"71876","8/5/11",20,"CENTRAL/WESTERN",13,39,51,26,21,15
"71877","8/5/11",21,"CENTRAL/WESTERN",10,36,50,26,16,12
"71878","8/5/11",22,"CENTRAL/WESTERN",9,30,40,37,16,9
"71879","8/5/11",23,"CENTRAL/WESTERN",5,26,35,33,15,9
"71880","8/5/11",24,"CENTRAL/WESTERN",7,26,36,31,11,8
"71881","9/5/11",1,"CENTRAL/WESTERN",41,64,158,4,62,20
"71882","9/5/11",2,"CENTRAL/WESTERN",46,60,121,3,58,26
"71883","9/5/11",3,"CENTRAL/WESTERN",48,64,232,2,71,55
"71884","9/5/11",4,"CENTRAL/WESTERN",57,62,230,2,69,88
"71885","9/5/11",5,"CENTRAL/WESTERN",58,58,144,5,61,82
"71886","9/5/11",6,"CENTRAL/WESTERN",44,59,161,3,60,62
"71887","9/5/11",7,"CENTRAL/WESTERN",53,63,263,3,72,94
"71888","9/5/11",8,"CENTRAL/WESTERN",57,66,295,3,77,129
"71889","9/5/11",9,"CENTRAL/WESTERN",59,70,236,3,69,63
"71890","9/5/11",10,"CENTRAL/WESTERN",47,58,112,16,48,21
"71891","9/5/11",11,"CENTRAL/WESTERN",37,64,121,16,55,19
"71892","9/5/11",12,"CENTRAL/WESTERN",38,71,120,23,50,19
"71893","9/5/11",13,"CENTRAL/WESTERN",39,65,94,39,53,18
"71894","9/5/11",14,"CENTRAL/WESTERN",38,72,91,49,43,18
"71895","9/5/11",15,"CENTRAL/WESTERN",35,36,48,79,41,11
"71896","9/5/11",16,"CENTRAL/WESTERN",34,33,45,72,42,10
"71897","9/5/11",17,"CENTRAL/WESTERN",35,56,73,58,52,14
"71898","9/5/11",18,"CENTRAL/WESTERN",38,59,73,44,52,13
"71899","9/5/11",19,"CENTRAL/WESTERN",36,49,58,40,40,12
"71900","9/5/11",20,"CENTRAL/WESTERN",27,47,60,34,37,10
"71901","9/5/11",21,"CENTRAL/WESTERN",30,44,55,26,39,8
"71902","9/5/11",22,"CENTRAL/WESTERN",27,36,46,29,40,6
"71903","9/5/11",23,"CENTRAL/WESTERN",26,26,33,27,34,6
"71904","9/5/11",24,"CENTRAL/WESTERN",28,26,33,27,33,7
"71906","10/5/11",2,"CENTRAL/WESTERN",17,18,19,75,37,10
"71907","10/5/11",3,"CENTRAL/WESTERN",21,13,14,75,39,8
"71908","10/5/11",4,"CENTRAL/WESTERN",25,15,16,64,41,9
"71909","10/5/11",5,"CENTRAL/WESTERN",26,14,15,57,40,11
"71910","10/5/11",6,"CENTRAL/WESTERN",26,14,15,48,38,11
"71911","10/5/11",7,"CENTRAL/WESTERN",25,25,27,34,38,12
"71912","10/5/11",8,"CENTRAL/WESTERN",22,33,42,24,37,15
"71913","10/5/11",9,"CENTRAL/WESTERN",22,36,52,22,36,15
"71914","10/5/11",10,"CENTRAL/WESTERN",24,29,43,37,36,11
"71915","10/5/11",11,"CENTRAL/WESTERN",22,27,37,47,33,10
"71916","10/5/11",12,"CENTRAL/WESTERN",22,31,37,57,28,9
"71917","10/5/11",13,"CENTRAL/WESTERN",20,29,34,70,29,9
"71918","10/5/11",14,"CENTRAL/WESTERN",24,48,55,60,40,12
"71919","10/5/11",15,"CENTRAL/WESTERN",31,41,47,75,45,10
"71920","10/5/11",16,"CENTRAL/WESTERN",33,42,49,72,46,9
"71921","10/5/11",17,"CENTRAL/WESTERN",31,42,45,67,45,9
"71922","10/5/11",18,"CENTRAL/WESTERN",31,44,48,57,44,9
"71923","10/5/11",19,"CENTRAL/WESTERN",33,56,62,31,46,10
"71924","10/5/11",20,"CENTRAL/WESTERN",32,58,70,15,46,11
"71925","10/5/11",21,"CENTRAL/WESTERN",34,68,107,4,49,14
"71926","10/5/11",22,"CENTRAL/WESTERN",36,61,96,7,46,10
"71927","10/5/11",23,"CENTRAL/WESTERN",33,49,72,14,41,8
"71928","10/5/11",24,"CENTRAL/WESTERN",29,39,48,15,37,8
"71929","11/5/11",1,"CENTRAL/WESTERN",17,55,75,11,26,5
"71930","11/5/11",2,"CENTRAL/WESTERN",14,56,76,5,23,5
"71931","11/5/11",3,"CENTRAL/WESTERN",16,55,91,2,25,5
"71932","11/5/11",4,"CENTRAL/WESTERN",10,50,123,0,19,8
"71933","11/5/11",5,"CENTRAL/WESTERN",15,40,79,10,25,7
"71934","11/5/11",6,"CENTRAL/WESTERN",24,14,18,39,36,7
"71935","11/5/11",7,"CENTRAL/WESTERN",24,15,18,41,40,6
"71936","11/5/11",8,"CENTRAL/WESTERN",21,31,41,23,37,8
"71937","11/5/11",9,"CENTRAL/WESTERN",22,33,51,21,39,8
"71938","11/5/11",10,"CENTRAL/WESTERN",23,37,67,21,41,8
"71939","11/5/11",11,"CENTRAL/WESTERN",30,39,65,34,50,7
"71940","11/5/11",12,"CENTRAL/WESTERN",34,45,66,50,55,8
"71941","11/5/11",13,"CENTRAL/WESTERN",46,31,42,78,65,9
"71942","11/5/11",14,"CENTRAL/WESTERN",37,36,50,69,56,9
"71943","11/5/11",15,"CENTRAL/WESTERN",34,51,69,60,53,8
"71944","11/5/11",16,"CENTRAL/WESTERN",36,66,90,51,56,7
"71945","11/5/11",17,"CENTRAL/WESTERN",39,89,115,33,58,8
"71946","11/5/11",18,"CENTRAL/WESTERN",40,105,135,12,60,12
"71947","11/5/11",19,"CENTRAL/WESTERN",36,70,78,33,56,9
"71948","11/5/11",20,"CENTRAL/WESTERN",30,67,81,21,47,8
"71949","11/5/11",21,"CENTRAL/WESTERN",30,63,77,14,45,10
"71950","11/5/11",22,"CENTRAL/WESTERN",20,61,80,9,34,9
"71951","11/5/11",23,"CENTRAL/WESTERN",17,51,63,13,28,9
"71952","11/5/11",24,"CENTRAL/WESTERN",14,48,60,12,23,8
"71953","12/5/11",1,"CENTRAL/WESTERN",45,36,39,81,75,10
"71954","12/5/11",2,"CENTRAL/WESTERN",44,22,25,95,72,11
"71955","12/5/11",3,"CENTRAL/WESTERN",45,18,20,99,74,11
"71956","12/5/11",4,"CENTRAL/WESTERN",46,18,21,87,75,13
"71957","12/5/11",5,"CENTRAL/WESTERN",50,16,18,91,77,14
"71958","12/5/11",6,"CENTRAL/WESTERN",50,20,23,83,76,13
"71959","12/5/11",7,"CENTRAL/WESTERN",51,39,43,61,79,13
"71960","12/5/11",8,"CENTRAL/WESTERN",51,62,72,37,79,14
"71961","12/5/11",9,"CENTRAL/WESTERN",52,70,94,32,79,13
"71962","12/5/11",10,"CENTRAL/WESTERN",45,61,83,37,73,11
"71963","12/5/11",11,"CENTRAL/WESTERN",46,61,85,36,74,10
"71964","12/5/11",12,"CENTRAL/WESTERN",45,61,86,39,73,9
"71965","12/5/11",13,"CENTRAL/WESTERN",46,61,81,43,73,8
"71966","12/5/11",14,"CENTRAL/WESTERN",47,67,90,38,69,8
"71967","12/5/11",15,"CENTRAL/WESTERN",53,75,112,25,75,7
"71968","12/5/11",16,"CENTRAL/WESTERN",53,75,107,26,73,7
"71969","12/5/11",17,"CENTRAL/WESTERN",47,79,105,24,63,6
"71970","12/5/11",18,"CENTRAL/WESTERN",47,88,114,15,67,6
"71971","12/5/11",19,"CENTRAL/WESTERN",52,77,96,23,73,7
"71972","12/5/11",20,"CENTRAL/WESTERN",54,72,83,26,75,8
"71973","12/5/11",21,"CENTRAL/WESTERN",56,66,79,23,74,7
"71974","12/5/11",22,"CENTRAL/WESTERN",55,63,76,25,74,8
"71975","12/5/11",23,"CENTRAL/WESTERN",58,58,66,29,78,8
"71976","12/5/11",24,"CENTRAL/WESTERN",52,59,68,26,69,8
"72145","8/6/11",1,"CENTRAL/WESTERN",9,28,37,26,11,13
"72146","8/6/11",2,"CENTRAL/WESTERN",6,19,27,30,10,10
"72147","8/6/11",3,"CENTRAL/WESTERN",8,20,28,30,9,11
"72148","8/6/11",4,"CENTRAL/WESTERN",6,11,18,34,9,12
"72149","8/6/11",5,"CENTRAL/WESTERN",7,8,15,36,11,7
"72150","8/6/11",6,"CENTRAL/WESTERN",7,16,25,28,12,10
"72151","8/6/11",7,"CENTRAL/WESTERN",8,16,29,31,11,7
"72152","8/6/11",8,"CENTRAL/WESTERN",10,28,52,23,14,9
"72153","8/6/11",9,"CENTRAL/WESTERN",9,17,35,37,12,6
"72154","8/6/11",10,"CENTRAL/WESTERN",9,21,39,42,21,6
"72155","8/6/11",11,"CENTRAL/WESTERN",8,34,65,37,29,8
"72156","8/6/11",12,"CENTRAL/WESTERN",10,37,64,47,26,10
"72157","8/6/11",13,"CENTRAL/WESTERN",15,36,58,57,23,10
"72158","8/6/11",14,"CENTRAL/WESTERN",13,32,53,56,20,9
"72159","8/6/11",15,"CENTRAL/WESTERN",10,29,51,51,20,9
"72160","8/6/11",16,"CENTRAL/WESTERN",9,45,79,36,27,38
"72161","8/6/11",17,"CENTRAL/WESTERN",12,46,79,32,27,41
"72162","8/6/11",18,"CENTRAL/WESTERN",10,41,65,31,29,29
"72163","8/6/11",19,"CENTRAL/WESTERN",17,45,78,14,26,20
"72164","8/6/11",20,"CENTRAL/WESTERN",18,31,47,24,24,10
"72165","8/6/11",21,"CENTRAL/WESTERN",13,35,49,21,27,13
"72166","8/6/11",22,"CENTRAL/WESTERN",12,36,52,19,25,16
"72167","8/6/11",23,"CENTRAL/WESTERN",12,25,36,25,20,12
"72168","8/6/11",24,"CENTRAL/WESTERN",13,24,35,25,22,12
"72170","9/6/11",2,"CENTRAL/WESTERN",27,19,24,28,36,9
"72171","9/6/11",3,"CENTRAL/WESTERN",25,12,14,33,33,7
"72172","9/6/11",4,"CENTRAL/WESTERN",25,30,35,15,33,12
"72173","9/6/11",5,"CENTRAL/WESTERN",26,20,24,22,34,9
"72174","9/6/11",6,"CENTRAL/WESTERN",28,35,72,9,40,11
"72175","9/6/11",7,"CENTRAL/WESTERN",33,48,149,2,47,21
"72176","9/6/11",8,"CENTRAL/WESTERN",34,47,138,6,46,20
"72177","9/6/11",9,"CENTRAL/WESTERN",35,42,86,15,42,10
"72178","9/6/11",10,"CENTRAL/WESTERN",36,49,134,15,54,14
"72179","9/6/11",11,"CENTRAL/WESTERN",38,41,77,21,49,7
"72180","9/6/11",12,"CENTRAL/WESTERN",36,52,100,22,52,8
"72181","9/6/11",13,"CENTRAL/WESTERN",32,38,60,37,39,7
"72182","9/6/11",14,"CENTRAL/WESTERN",30,37,61,41,43,6
"72183","9/6/11",15,"CENTRAL/WESTERN",29,33,55,43,42,5
"72184","9/6/11",16,"CENTRAL/WESTERN",29,32,50,41,41,5
"72185","9/6/11",17,"CENTRAL/WESTERN",32,45,76,30,50,5
"72186","9/6/11",18,"CENTRAL/WESTERN",34,35,55,35,45,5
"72187","9/6/11",19,"CENTRAL/WESTERN",30,42,56,44,48,6
"72188","9/6/11",20,"CENTRAL/WESTERN",32,38,47,47,45,6
"72189","9/6/11",21,"CENTRAL/WESTERN",40,44,55,54,63,7
"72190","9/6/11",22,"CENTRAL/WESTERN",50,36,42,69,69,6
"72191","9/6/11",23,"CENTRAL/WESTERN",54,36,42,67,67,5
"72192","9/6/11",24,"CENTRAL/WESTERN",49,38,43,62,61,6
"72193","10/6/11",1,"CENTRAL/WESTERN",27,27,32,20,35,8
"72194","10/6/11",2,"CENTRAL/WESTERN",28,31,35,17,37,8
"72195","10/6/11",3,"CENTRAL/WESTERN",29,39,49,12,37,8
"72196","10/6/11",4,"CENTRAL/WESTERN",31,33,39,15,37,10
"72197","10/6/11",5,"CENTRAL/WESTERN",30,15,16,40,35,8
"72198","10/6/11",6,"CENTRAL/WESTERN",28,13,14,40,38,8
"72199","10/6/11",7,"CENTRAL/WESTERN",29,24,28,27,42,9
"72200","10/6/11",8,"CENTRAL/WESTERN",30,42,67,12,43,12
"72201","10/6/11",9,"CENTRAL/WESTERN",31,44,80,14,47,17
"72202","10/6/11",10,"CENTRAL/WESTERN",33,50,91,18,51,16
"72203","10/6/11",11,"CENTRAL/WESTERN",32,50,85,29,54,15
"72204","10/6/11",12,"CENTRAL/WESTERN",39,46,67,46,54,14
"72205","10/6/11",13,"CENTRAL/WESTERN",41,45,59,66,52,15
"72206","10/6/11",14,"CENTRAL/WESTERN",46,49,60,70,56,14
"72207","10/6/11",15,"CENTRAL/WESTERN",44,46,57,68,54,11
"72208","10/6/11",16,"CENTRAL/WESTERN",40,51,58,66,57,10
"72209","10/6/11",17,"CENTRAL/WESTERN",36,53,59,67,58,10
"72210","10/6/11",18,"CENTRAL/WESTERN",43,60,63,74,61,10
"72211","10/6/11",19,"CENTRAL/WESTERN",40,64,66,76,51,9
"72212","10/6/11",20,"CENTRAL/WESTERN",32,59,60,76,50,9
"72213","10/6/11",21,"CENTRAL/WESTERN",34,47,49,84,54,10
"72214","10/6/11",22,"CENTRAL/WESTERN",37,43,44,91,55,9
"72215","10/6/11",23,"CENTRAL/WESTERN",36,40,42,92,56,9
"72216","10/6/11",24,"CENTRAL/WESTERN",39,40,41,93,58,10
"72217","11/6/11",1,"CENTRAL/WESTERN",8,37,45,25,17,8
"72218","11/6/11",2,"CENTRAL/WESTERN",7,33,39,28,16,7
"72219","11/6/11",3,"CENTRAL/WESTERN",8,23,27,41,17,8
"72220","11/6/11",4,"CENTRAL/WESTERN",15,20,24,48,26,8
"72221","11/6/11",5,"CENTRAL/WESTERN",22,24,28,53,34,8
"72222","11/6/11",6,"CENTRAL/WESTERN",20,17,20,58,33,8
"72223","11/6/11",7,"CENTRAL/WESTERN",23,18,21,51,37,10
"72224","11/6/11",8,"CENTRAL/WESTERN",27,26,33,51,43,11
"72225","11/6/11",9,"CENTRAL/WESTERN",28,31,38,49,48,11
"72226","11/6/11",10,"CENTRAL/WESTERN",32,30,44,42,51,10
"72227","11/6/11",11,"CENTRAL/WESTERN",34,29,39,60,50,9
"72228","11/6/11",12,"CENTRAL/WESTERN",35,29,39,77,51,10
"72229","11/6/11",13,"CENTRAL/WESTERN",32,30,38,90,47,11
"72230","11/6/11",14,"CENTRAL/WESTERN",38,27,35,94,52,10
"72231","11/6/11",15,"CENTRAL/WESTERN",40,28,33,98,55,10
"72232","11/6/11",16,"CENTRAL/WESTERN",40,29,35,82,57,9
"72233","11/6/11",17,"CENTRAL/WESTERN",23,27,32,68,39,6
"72234","11/6/11",18,"CENTRAL/WESTERN",17,31,36,53,33,5
"72235","11/6/11",19,"CENTRAL/WESTERN",19,34,39,41,35,4
"72236","11/6/11",20,"CENTRAL/WESTERN",23,37,42,41,39,8
"72237","11/6/11",21,"CENTRAL/WESTERN",14,19,24,36,30,6
"72238","11/6/11",22,"CENTRAL/WESTERN",17,24,32,23,30,4
"72239","11/6/11",23,"CENTRAL/WESTERN",8,20,27,24,22,4
"72240","11/6/11",24,"CENTRAL/WESTERN",9,22,29,22,23,4
"72241","12/6/11",1,"CENTRAL/WESTERN",57,53,60,32,73,9
"72242","12/6/11",2,"CENTRAL/WESTERN",62,41,46,38,81,8
"72243","12/6/11",3,"CENTRAL/WESTERN",63,30,33,44,81,7
"72244","12/6/11",4,"CENTRAL/WESTERN",58,23,26,46,73,6
"72245","12/6/11",5,"CENTRAL/WESTERN",44,18,21,47,52,5
"72246","12/6/11",6,"CENTRAL/WESTERN",51,19,22,45,62,6
"72247","12/6/11",7,"CENTRAL/WESTERN",58,30,36,32,74,7
"72248","12/6/11",8,"CENTRAL/WESTERN",62,59,90,9,81,11
"72249","12/6/11",9,"CENTRAL/WESTERN",69,64,115,5,91,12
"72250","12/6/11",10,"CENTRAL/WESTERN",70,66,128,7,92,9
"72256","12/6/11",16,"CENTRAL/WESTERN",36,69,88,29,50,6
"72257","12/6/11",17,"CENTRAL/WESTERN",30,72,92,22,42,5
"72258","12/6/11",18,"CENTRAL/WESTERN",25,81,104,13,38,5
"72259","12/6/11",19,"CENTRAL/WESTERN",25,90,123,5,37,6
"72260","12/6/11",20,"CENTRAL/WESTERN",25,95,183,3,36,6
"72261","12/6/11",21,"CENTRAL/WESTERN",24,97,207,1,34,6
"72262","12/6/11",22,"CENTRAL/WESTERN",20,91,181,1,30,6
"72263","12/6/11",23,"CENTRAL/WESTERN",20,82,174,4,30,6
"72264","12/6/11",24,"CENTRAL/WESTERN",27,62,78,14,39,7
"72433","8/7/11",1,"CENTRAL/WESTERN",8,15,23,29,21,8
"72434","8/7/11",2,"CENTRAL/WESTERN",10,14,21,26,21,10
"72435","8/7/11",3,"CENTRAL/WESTERN",10,11,17,31,22,8
"72436","8/7/11",4,"CENTRAL/WESTERN",11,30,53,14,22,17
"72437","8/7/11",5,"CENTRAL/WESTERN",11,15,21,28,20,10
"72438","8/7/11",6,"CENTRAL/WESTERN",10,10,16,35,22,9
"72439","8/7/11",7,"CENTRAL/WESTERN",8,15,24,32,22,7
"72440","8/7/11",8,"CENTRAL/WESTERN",13,19,32,30,19,8
"72441","8/7/11",9,"CENTRAL/WESTERN",13,30,66,23,22,14
"72442","8/7/11",10,"CENTRAL/WESTERN",14,50,140,12,30,19
"72443","8/7/11",11,"CENTRAL/WESTERN",17,37,71,30,25,15
"72444","8/7/11",12,"CENTRAL/WESTERN",13,37,66,35,29,17
"72445","8/7/11",13,"CENTRAL/WESTERN",16,42,80,36,21,29
"72446","8/7/11",14,"CENTRAL/WESTERN",13,25,41,55,18,16
"72447","8/7/11",15,"CENTRAL/WESTERN",11,12,21,63,16,8
"72448","8/7/11",16,"CENTRAL/WESTERN",12,14,25,49,20,8
"72449","8/7/11",17,"CENTRAL/WESTERN",9,13,24,45,26,8
"72450","8/7/11",18,"CENTRAL/WESTERN",11,17,28,41,29,10
"72451","8/7/11",19,"CENTRAL/WESTERN",15,17,26,35,26,9
"72452","8/7/11",20,"CENTRAL/WESTERN",18,17,24,35,32,9
"72453","8/7/11",21,"CENTRAL/WESTERN",14,14,21,36,28,8
"72454","8/7/11",22,"CENTRAL/WESTERN",11,16,24,33,21,7
"72455","8/7/11",23,"CENTRAL/WESTERN",8,14,22,34,15,7
"72456","8/7/11",24,"CENTRAL/WESTERN",8,14,23,31,13,7
"72458","9/7/11",2,"CENTRAL/WESTERN",45,18,20,106,62,5
"72459","9/7/11",3,"CENTRAL/WESTERN",48,9,11,128,67,5
"72460","9/7/11",4,"CENTRAL/WESTERN",49,12,14,121,67,5
"72461","9/7/11",5,"CENTRAL/WESTERN",46,9,11,117,62,7
"72462","9/7/11",6,"CENTRAL/WESTERN",44,14,15,106,59,7
"72463","9/7/11",7,"CENTRAL/WESTERN",41,37,39,74,50,7
"72464","9/7/11",8,"CENTRAL/WESTERN",37,83,100,39,60,8
"72465","9/7/11",9,"CENTRAL/WESTERN",41,89,106,41,67,12
"72466","9/7/11",10,"CENTRAL/WESTERN",45,92,145,29,52,9
"72472","9/7/11",16,"CENTRAL/WESTERN",40,40,61,63,49,6
"72473","9/7/11",17,"CENTRAL/WESTERN",36,40,54,65,56,5
"72474","9/7/11",18,"CENTRAL/WESTERN",30,41,50,68,59,6
"72475","9/7/11",19,"CENTRAL/WESTERN",40,30,33,81,56,7
"72476","9/7/11",20,"CENTRAL/WESTERN",39,46,55,54,53,6
"72477","9/7/11",21,"CENTRAL/WESTERN",38,40,46,55,52,5
"72478","9/7/11",22,"CENTRAL/WESTERN",36,32,35,61,50,7
"72479","9/7/11",23,"CENTRAL/WESTERN",35,23,25,63,44,5
"72480","9/7/11",24,"CENTRAL/WESTERN",31,27,32,54,43,5
"72481","10/7/11",1,"CENTRAL/WESTERN",43,28,29,109,64,10
"72482","10/7/11",2,"CENTRAL/WESTERN",43,23,24,108,67,10
"72483","10/7/11",3,"CENTRAL/WESTERN",48,18,18,120,72,10
"72484","10/7/11",4,"CENTRAL/WESTERN",51,12,12,119,71,12
"72485","10/7/11",5,"CENTRAL/WESTERN",50,9,9,113,77,13
"72486","10/7/11",6,"CENTRAL/WESTERN",53,11,12,104,75,12
"72487","10/7/11",7,"CENTRAL/WESTERN",53,21,21,84,74,13
"72488","10/7/11",8,"CENTRAL/WESTERN",55,44,49,60,77,12
"72489","10/7/11",9,"CENTRAL/WESTERN",57,58,72,48,79,13
"72490","10/7/11",10,"CENTRAL/WESTERN",58,57,73,50,80,12
"72491","10/7/11",11,"CENTRAL/WESTERN",59,55,67,60,81,14
"72492","10/7/11",12,"CENTRAL/WESTERN",62,50,62,82,82,16
"72493","10/7/11",13,"CENTRAL/WESTERN",59,51,59,92,75,14
"72494","10/7/11",14,"CENTRAL/WESTERN",60,61,72,95,81,14
"72495","10/7/11",15,"CENTRAL/WESTERN",59,61,70,112,85,13
"72496","10/7/11",16,"CENTRAL/WESTERN",55,68,77,116,79,11
"72497","10/7/11",17,"CENTRAL/WESTERN",54,63,68,125,83,11
"72498","10/7/11",18,"CENTRAL/WESTERN",55,60,62,125,81,12
"72499","10/7/11",19,"CENTRAL/WESTERN",53,58,60,114,76,12
"72500","10/7/11",20,"CENTRAL/WESTERN",52,57,59,108,73,12
"72501","10/7/11",21,"CENTRAL/WESTERN",48,57,58,96,67,10
"72502","10/7/11",22,"CENTRAL/WESTERN",42,46,47,92,60,9
"72503","10/7/11",23,"CENTRAL/WESTERN",39,48,50,84,55,9
